	texts	labels
2264	數位帳戶金融卡可以寄到分行嗎	31_1
2265	我有一般存款帳戶還可以辦數位帳戶嗎	31_1
2266	數位帳戶可以連結PAYPAL服務嗎	31_1
2267	數位帳戶可以辦理約定帳號嗎	31_1
2268	數位帳戶可以當交割戶嗎	31_1
2269	網路怎麼開戶	31_1
2270	無卡提款	31_2
2271	指紋提款	31_2
2272	掃臉提款	31_2
2273	開通行動無卡提款	31_2
2274	ATM無卡提款	31_2
2275	個人網銀無卡提款	31_2
2276	行動提款限額	31_2
2277	無卡提款申請	31_2
2278	無卡提款驗證	31_2
2279	無卡提款方式	31_2
2280	提款序號	31_2
2281	當日提款序號	31_2
2282	取消無卡提款	31_2
2283	無卡提款忘記密碼	31_2
2284	認證密碼重設	31_2
2285	行動無卡提款	31_2
2286	ATM無卡提款操作流程	31_2
2287	如何無卡提款	31_2
2288	沒卡片可以提款嗎	31_2
2289	怎麼申請無卡提款	31_2
2290	如何申請無卡提款	31_2
2291	無卡提款的申請方式	31_2
2292	你們有無卡提款嗎	31_2
2293	沒有金融卡可以提款嗎	31_2
2294	提款一定要金融卡嗎	31_2
2295	申請網銀開通	31_3
2296	忘記網銀帳密	31_3
2297	如何申請網路銀行	31_3
2298	我忘記了網路銀行的帳號跟密碼	31_3
2299	網銀的帳號密碼都忘記了	31_3
2300	網銀要怎麼用	31_3
2301	要怎麼用網路銀行	31_3
2302	開通網銀	31_3
2303	網銀轉帳怎麼轉	31_3
2304	怎麼用網銀轉帳	31_3
2305	請問我要網上活存轉定存怎麼做	31_3
2306	網路銀行申請	31_3
2307	使用者名稱忘記	31_3
2308	使用這密碼忘記	31_3
2309	忘記使用這名稱密碼	31_3
2310	忘記使用者名稱	31_3
2311	忘記使用者密碼	31_3
2312	忘記密碼	31_3
2313	密碼更改	31_3
2314	網路銀行密碼變更	31_3
2315	網銀密碼更改	31_3
2316	網銀帳號更改	31_3
2317	網銀操作步驟	31_3
2318	如何使用網銀	31_3
2319	網銀app下載	31_3
2320	玉山卡買淘寶	31_4
2321	玉山電子支付	31_4
2322	淘寶付款方式	31_4
2323	付款手續費	31_4
2324	淘寶身分驗證	31_4
2325	E.SUN PAY	31_4
2326	淘寶附款額度上限	31_4
2327	跨境買賣問題	31_4
2328	淘寶刷卡驗證	31_4
2329	刷卡驗證碼	31_4
2330	刷卡1%手續費	31_4
2331	淘寶已退款但我沒有收到	31_4
2332	為什麼身份證顯示身份證不可使用	31_4
2333	為什麼行動電話驗證不過	31_4
2334	我身份證輸入正確還是無法認證	31_4
2335	購買淘寶顯示我一年以上沒消費要做身份證驗證	31_4
2336	信用卡刷卡購買淘寶要多少手續費	31_4
2337	淘寶退款	31_4
2338	淘寶身分證驗	31_4
2339	淘寶額度如何提高	31_4
2340	淘寶額度提高	31_4
2341	淘寶怎麼買	31_4
2342	淘寶退款進度	31_4
2343	淘寶退款帳號設定	31_4
2344	淘寶退款要多久	31_4
2345	PayPal如何提領	31_5
2346	PayPal申請提領	31_5
2347	PayPal提領	31_5
2348	玉山全球通	31_5
2349	玉山全球通提領	31_5
2350	玉山全球通申請	31_5
2351	PayPal提領手續費	31_5
2352	PayPal轉換的幣別	31_5
2353	PayPal申請方法	31_5
2354	PayPal提領時間	31_5
2355	PayPal連結方式	31_5
2356	PayPal提領到他行帳戶	31_5
2357	外國人可以使用玉山全球通	31_5
2358	PayPal手續費	31_5
2359	PayPal認證問題	31_5
2360	PayPal提領要多久	31_5
2361	PayPal客服	31_5
2362	PayPal跨提	31_5
2363	PayPal提領要手續費嗎	31_5
2364	PayPal款項要提領	31_5
2365	PayPal要提領款項	31_5
2366	PayPal要領錢	31_5
2367	PayPal的錢要領出來	31_5
2368	PayPal有錢要領出來	31_5
2369	PayPal的錢怎麼領出來	31_5
2370	想申請信用卡貸款	131
2371	卡友貸申請方式	131
2372	信用卡貸款申請	131
2373	卡貸怎麼申請	131
2374	友貸可以貸多少	131
2375	卡友貸可以貸多少	131
2376	可以用信用卡貸款嗎	131
2377	有信用卡要怎麼貸一筆錢出來	131
2378	我是玉山卡友，我有資金需求	131
2379	圓夢	131
2380	卡友貸最少額度	131
2381	卡友貸網路申請	131
2382	卡友貸商機轉帳介	131
2383	信用卡貸款分期	131
2384	卡友貸額度利率審核	131
2385	申請預借現金分期	131
2386	卡友貸申方法	131
2387	卡友貸疑問	131
2388	信用卡信貸	131
2389	玉山卡友貸申請說明	131
2390	卡友貸款	131
2391	玉山卡貸款	131
2392	卡片信貸	131
2393	卡友貸款額度上限	131
2394	如何申請卡友貸款	131
2395	車輛毀損可以前往幫忙嗎	#31
2396	行遍天下	#31
2397	路上爆胎求救	#31
2398	車子被拖吊求救	#31
2399	我要道路救援	#31
2400	我現在要拖吊	#31
2401	我要接水	#31
2402	我要接電	#31
2403	路上拋錨了怎麼辦	#31
2404	車子拋錨	#31
2405	登錄道路救援	#31
2406	免費道路救援次數	#31
2407	高速公路拋錨	#31
2408	我需要拖吊服務	#31
2409	車子發不動需要拖吊	#31
2410	行遍天下電話	#31
2411	行遍天下服務專線	#31
2412	行遍天下服務時間	#31
2413	拖吊電話	#31
2414	拖吊服務登錄	#31
2415	爆胎需要拖吊服務	#31
2416	免費拖吊	#31
2417	免費拖吊電話	#31
2418	高速公路拖吊	#31
2419	我需要緊急拖吊服務	#31
2420	網路無法預約接送	153
2421	為什麼無法預約接送	153
2422	接送沒辦法約怎麼辦	153
2423	網站不能接送阿	153
2424	可以用人工幫我預約接送嗎	153
2425	一定要用網路才能約接送嗎	153
2426	網路不給我約接送	153
2427	沒有網路要怎麼約接送	153
2428	人工預約機場機送	153
2429	機場接送人工處理	153
2430	專人預約機場接送	153
2431	ego電話專線	153
2432	ego	153
2433	專人預約接送	153
2434	人工預約機場接送	153
2435	人工預約接送	153
2436	e-go 台灣觀光巴士	153
2437	網路不能用幾場接送免費次數	153
2438	網路無法預約完成	153
2439	網路無法更動預約內容	153
2440	我想變更機場接送預約	153
2441	如何變更機場接送預約	153
2442	ego聯絡電話	153
2443	我想要取消幾場接送	153
2444	班機取消所以要取消預約機場接送	153
2445	證券客服	42
2446	要怎麼買股票	42
2447	我要買股票	42
2448	玉山證券客服專線	42
2449	交割帳戶	42
2450	玉山交割帳戶	42
2451	富果交割帳戶 	42
2452	玉證	42
2453	玉證公司客服	42
2454	玉證語音專線	42
2455	我有證券的問題	42
2456	人在香港開富果帳戶	42
2457	請問為什麼將富果的帳號辦理約定之後，卻無法轉帳進去呢	42
2458	富果	42
2459	富果交割帳戶	42
2460	如何申請富果帳號	42
2461	玉證富果帳戶	42
2462	富果帳戶	42
2463	轉接證券客服	42
2464	我要問證券問題	42
2465	證券密碼忘記	42
2466	證券密碼被鎖住	42
2467	不會線上購買證券	42
2468	證券如何線上購買	42
2469	股票如何下單	42
2470	票信照會	218
2471	照會票信	218
2472	支票想要照會	218
2473	想要照會支票	218
2474	支存照會方式	218
2475	網路票信查詢	218
2476	我是要查詢票主的信用	218
2477	照會電話	218
2478	要照會支票	218
2479	網路票信	218
2480	支票照會	218
2481	要怎麼查詢發票人支票信用	218
2482	支存照會方法	218
2483	照會	218
2484	查詢支存	218
2485	聯徵照會	218
2486	支存票信查詢	218
2487	支票網路照會	218
2488	支票照會要撥打幾號	218
2489	無票支存照會	218
2490	票信客服	218
2491	支照	218
2492	票信照會流程	218
2493	發票人支票信用要怎麼查詢	218
2494	支存查詢	218
2495	申請貸款	241
2496	增貸	241
2497	想貸100萬	241
2498	已經辦過貸款了還可以申請嗎	241
2499	我還有貸款沒繳完還可以增貸嗎	241
2500	我要辦貸款	241
2501	貸款申請方式	241
2502	可以跟玉山借錢嗎	241
2503	要怎麼貸100萬下來	241
2504	我有資金需求	241
2505	如何申請貸款	241
2506	申請貸款條件	241
2507	如何申請創業貸款	241
2508	如何申請房屋貸款	241
2509	貸款利息多少	241
2510	詢問能貸款金額	241
2511	想申請貸款	241
2512	辦貸款限制	241
2513	如何線上辦理貸款	241
2514	辦貸款優惠活動	241
2515	如何申請玉山貸款	241
2516	貸款怎麼申請	241
2517	貸款利率多少	241
2518	房貸利率多少	241
2519	信貸利率多少	241
2520	不見了我的信用卡	#10
2521	我錢包被偷了裡面有信用卡	#10
2522	錢包不見裡面有信用卡	#10
2523	信用卡找不到可以先掛失嗎	#10
2524	可以先掛失信用卡再取消嗎	#10
2525	我信用卡暫時找不到怎麼辦	#10
2526	怎麼辦我找不到信用卡	#10
2527	信用卡遺失要取消信用卡	#10
2528	怎麼申請掛失信用卡	#10
2529	信用卡國外遺失盜用	#10
2530	信用卡掛失附卡	#10
2531	悠遊卡掛失可用餘額	#10
2532	掛失悠遊卡功能	#10
2533	晶緻卡掛失	#10
2534	悠遊聯名卡遺失	#10
2535	I lose my creditcard	#10
2536	外國人信用卡掛失	#10
2537	沒有開卡信用卡遺失	#10
2538	信用卡不見了	#10
2539	我要掛失信用卡	#10
2540	信用卡掛失	#10
2541	信用卡遺失	#10
2542	遺失信用卡	#10
2543	我信用卡被盜刷了	#10
2544	弄丟信用卡	#10
2545	提款卡不見了	#2
2546	不見了我的提款卡	#2
2547	我錢包被偷了裡面有提款卡	#2
2548	錢包不見裡面有提款卡	#2
2549	提款卡找不到可以先掛失嗎	#2
2550	可以先掛失提款卡再取消嗎	#2
2551	我暫時找不到提款卡怎麼辦	#2
2552	怎麼辦我找不到提款卡	#2
2553	提款卡片遺失	#2
2554	數位帳戶金融卡遺失	#2
2555	網路可以掛失debit卡	#2
2556	金融卡取消交易	#2
2557	金融卡遺失怎麼停	#2
2558	取消debit卡	#2
2559	金融卡掛失方法	#2
2560	金融卡遺失補發疑問	#2
2561	金融卡遺失怎麼重辦	#2
2562	公司金融卡掛失	#2
2563	玉山金融卡掛失	#2
2564	掛失補發debit卡	#2
2565	存摺跟金融卡遺失	#2
2566	金融卡不慎遺失怎麼申請	#2
2567	未成年掛失金融卡	#2
2568	金融卡取消	#2
2569	提款卡掛失	#2
2570	icash2.0信用卡感應疑問	10
2571	icash2.0感應不到	10
2572	icash聯名卡感應不良怎麼申請	10
2573	不能感應信用卡	10
2574	世界卡補發	10
2575	卡號模糊	10
2576	可以網路申請補發信用卡	10
2577	可以幫補發信用卡	10
2578	安全碼消失怎麼申請	10
2579	更換信用卡費用	10
2580	信用卡內悠遊卡功能不能使用	10
2581	信用卡卡號模糊	10
2582	信用卡安全碼不見	10
2583	信用卡老舊	10
2584	信用卡折損怎麼申請	10
2585	信用卡信用卡薄膜遺失	10
2586	信用卡背面磁條遺失可以補發	10
2587	信用卡重新戶	10
2588	信用卡接觸不良	10
2589	信用卡晶片感應不到	10
2590	信用卡感應不到刷卡被拒消費	10
2591	信用卡感應刷卡失效	10
2592	信用卡感應取消	10
2593	信用卡毀損補發	10
2594	信用卡毀損補發方法	10
2595	信用卡毀補	10
2596	信用卡磁條脫離怎麼補發	10
2597	信用卡磁條疑問怎麼申請	10
2598	信用卡檢核碼模糊不清	10
2599	信用卡薄膜遺失	10
2600	信用卡爛掉怎辦	10
2601	信用卡變形	10
2602	信用卡變更新卡	10
2603	怎麼提前申請補發信用卡	10
2604	要補發信用卡	10
2605	重寄送新信用卡索取	10
2606	國旅卡的晶片貌似讀取不到 無法刷卡	10
2607	開新停舊	10
2608	毀損補發信用卡	10
2609	毀補卡片	10
2610	毀補信用卡	10
2611	補發信用卡費用	10
2612	磁條信用卡是否變更晶片信用卡	10
2613	網路補發	10
2614	聯名悠遊卡沒有自動加值	10
2615	變更信用卡	10
2616	不了解新戶寄送哪裡	10
2617	新卡寄送哪裡	10
2618	可以補發寄送哪個地址	10
2619	玉山主動補發信用卡週期	10
2620	目前到期公務人員國民旅遊卡再續申請	10
2621	年度補發	10
2622	收信用卡補發通知	10
2623	沒有收新戶掛號信怎麼申請	10
2624	到期怎麼補發	10
2625	到期換卡	10
2626	信用卡到期何時可以收新戶	10
2627	信用卡下個月到期怎麼申請	10
2628	信用卡有效期限即將前往怎麼申請補發	10
2629	信用卡有效期限前往補發	10
2630	信用卡使用有效期限即將到期怎麼申請	10
2631	信用卡使用到期	10
2632	信用卡到期沒有收信用卡	10
2633	信用卡到期寄送哪裡	10
2634	信用卡到期補發告訴	10
2635	信用卡到期補發要辦什麼手續	10
2636	信用卡尚未到期就收新卡正常	10
2637	信用卡退件	10
2638	信用卡寄送哪裡	10
2639	信用卡寄達地址哪裡	10
2640	信用卡進度到期	10
2641	信用卡補發寄送地址	10
2642	信用卡續申請	10
2643	查詢掛號	10
2644	查詢掛號單編號	10
2645	為什麼信用卡尚未到期玉山要寄送新卡索取	10
2646	為什麼要補發	10
2647	家樂福聯名卡 到期 沒有收到卡片	10
2648	退件信用卡	10
2649	掛號查詢	10
2650	換卡退回	10
2651	新戶寄至哪個地址	10
2652	新戶寄送哪個地址	10
2653	舊卡即將到期	10
2654	續卡沒有收退回去	10
2655	信用卡損壞	10
2656	信用卡額度問題	10
2657	信用卡補發	10
2658	信用卡感應不良	10
2659	信用卡開副卡	10
2660	信用卡舊卡換新卡	10
2661	信用卡遺失	10
2662	安全碼模糊	10
2663	信用卡額度調高	10
2664	信用卡補發費用	10
2665	信用卡優惠問題	10
2666	信用卡紅利點數查詢	10
2667	要如何匯款	20
2668	匯款到國外有限額嗎	20
2669	如何匯款到美國	20
2670	我要換匯	20
2671	今天換美金是多少錢	20
2672	玉山特匯日活動序號	20
2673	網銀換匯有優惠嗎	20
2674	美金匯率	20
2675	哪裡可以領外幣現鈔	20
2676	怎麼開外幣帳戶	20
2677	換匯手續費多少	20
2678	我的debit卡有問題	20
2679	PI兔簽帳卡要怎麼申請	20
2680	Debit卡可以刷卡嗎	20
2681	我的家樂福悠遊Debit卡一直刷卡失敗	20
2682	詢問debit卡問題	20
2683	debit卡開卡	20
2684	金融卡可以刷卡嗎	20
2685	怎麼申請pi兔金融卡	20
2686	debit卡幾歲可以申請	20
2687	國外可以刷簽帳卡嗎	20
2688	請問debit卡有限額嗎	20
2689	新申請的debit卡還沒收到首刷禮	20
2690	我要轉銀行專人	20
2691	銀行客服怎麼轉	20
